0.5,0.0,0.214575,0.6811905
0.5,0.0,0.5364375,0.3405954
0.5,0.0,0.6079626,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.4827938,-0.1702974
0.5,0.0,0.500675,0.0
0.5,0.0,0.4827938,0.1702974
0.5,0.0,0.500675,0.0
0.5,0.0,0.5185563,-0.1702979
0.5,0.0,0.500675,0.0
0.5,0.0,0.4827938,-0.1702974
0.5,0.0,0.4827938,0.1702974
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.4827938,-0.1702974
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.5185563,0.1702979
0.5,0.0,0.5185563,-0.1702979
0.5,0.0,0.500675,0.0
0.5,0.0,0.4827938,-0.1702974
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.4827938,0.1702974
0.5,0.0,0.4827938,-0.1702974
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.4827938,-0.1702974
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.5,0.0,0.500675,0.0
0.75,0.3926991,0.3933875,0.3405954
0.75,0.3926991,0.5900813,0.1702979
0.75,0.3926991,0.7688938,0.1702973
0.75,0.3926991,0.8225375,0.3405954
0.75,0.3926991,0.8046562,0.8514881
0.75,0.3926991,0.7510126,0.6811903
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7331314,0.5108924
0.75,0.3926991,0.71525,0.0
0.75,0.3926991,0.7688938,0.5108933
0.75,0.3926991,0.7688938,0.5108933
0.75,0.3926991,0.7331314,0.5108924
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7331314,0.5108924
0.75,0.3926991,0.7688938,0.5108933
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7331314,0.5108924
0.75,0.3926991,0.7867751,0.3405951
0.75,0.3926991,0.7331314,0.5108924
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7331313,-0.1702981
0.75,0.3926991,0.7688938,0.5108933
0.75,0.3926991,0.7867751,0.3405951
0.75,0.3926991,0.7688938,0.5108933
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7331314,0.5108924
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7688938,0.5108933
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7510126,0.3405954
0.75,0.3926991,0.7688938,0.5108933
0.75,0.3926991,0.7331314,0.5108924
0.4,0.0,0.357625,0.3405953
0.4,0.0,0.1609313,-0.5108929
0.4,0.0,0.3755063,0.1702977
0.4,0.0,0.4649126,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4112688,-0.1702977
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4112688,-0.1702977
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4112688,-0.1702977
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4291501,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4112688,0.1702977
0.4,0.0,0.4112688,0.1702977
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4291501,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4291501,0.0
0.4,0.0,0.4112688,0.1702977
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4112688,-0.1702977
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4112688,0.1702977
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.3933875,0.0
0.4,0.0,0.4112688,0.1702977
0.4,0.0,0.3933875,0.0
0.35,-0.7853982,0.1966938,-0.1702977
0.35,-0.7853982,0.2503375,-1.021786
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3755063,-0.510893
0.35,-0.7853982,0.3755063,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.3755063,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.357625,-1.021786
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3397438,-0.5108929
0.35,-0.7853982,0.3397438,-0.8514883
0.35,-0.7853982,0.3755063,-0.8514883
0.35,-0.7853982,0.357625,-0.6811905
0.35,-0.7853982,0.3397438,-0.8514883
0.0,-2.094395,0.07152501,-0.6811905
0.0,-2.094395,-0.1609313,-1.873274
0.0,-2.094395,0.0,-2.724762
0.0,-2.094395,0.0357625,-2.043571
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.01788124,-2.213869
0.0,-2.094395,-0.01788124,-2.213869
0.0,-2.094395,0.01788124,-2.213869
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,-0.01788124,-2.213869
0.0,-2.094395,0.01788124,-2.213869
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,-0.01788124,-2.213869
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,-0.01788124,-2.213869
0.0,-2.094395,0.01788124,-2.213869
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.01788124,-2.213869
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,-0.01788124,-2.213869
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.01788124,-2.213869
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,-0.01788126,-1.873274
0.0,-2.094395,-0.01788124,-2.213869
0.0,-2.094395,-0.01788124,-2.213869
0.0,-2.094395,-0.01788124,-2.213869
0.0,-2.094395,0.0,-2.043572
0.0,-2.094395,0.0,-2.043572
-0.35,-0.7853982,-0.14305,-0.6811905
-0.35,-0.7853982,-0.3933875,0.0
-0.35,-0.7853982,-0.3933876,-0.6811907
-0.35,-0.7853982,-0.3218625,-1.021786
-0.35,-0.7853982,-0.357625,-0.6811905
-0.35,-0.7853982,-0.3218625,-0.6811905
-0.35,-0.7853982,-0.357625,-1.021786
-0.35,-0.7853982,-0.3397438,-0.8514883
